,precinct,registered_voters,Parag Gupta,Natalie Gee,Greg Hardeman,Frances Hsieh,Michela Alioto-Pier,Jade Tu,Leah Lacroix,Sandra Lee Fewer,Connie Chan,Mike Chen,Queena Chen,Dan Calamuci,Lanier Coles,Sara Barz,Jen Nossokoff,Catherine Stefani,Marjan Philhour,Mano Raju,Hene Kelly,Gordon Mar,Brian Quan,votes_cast,turnout,geometry,demsForChange,laborAndWorkingFamilies,unaffiliated,demsForChange_percentage,demsForChange_percentage_bin
10,1111,468,52,69,48,47,65,44,44,56,61,44,57,29,33,36,14,73,33,47,44,49,37,982,209.8,"POLYGON ((-122.46020899983958 37.71823099991065, -122.45918700001558 37.718230000105805, -122.45907800023562 37.718007999745424, -122.45907200038783 37.71745500018369, -122.45906399999194 37.71660299984365, -122.4590549997711 37.71575799994343, -122.45904600044857 37.71490799968496, -122.4590349996796 37.714055000040354, -122.46258899994659 37.71402999995259, -122.46260200036538 37.7143080000271, -122.46260800021317 37.714883999735115, -122.46261499988586 37.71561900026963, -122.46261999990872 37.71614399974043, -122.46262499993162 37.71657099969339, -122.46263300032751 37.71742100005924, -122.4626400000002 37.717936000042656, -122.4626390001753 37.71821100025784, -122.46224499998999 37.718219999924614, -122.4612309996636 37.718231999715485, -122.46020899983958 37.71823099991065))",446,522,14,46.074380165289256,45-50%
11,9728,650,95,77,64,72,104,84,75,65,86,89,46,77,84,76,24,140,78,70,58,81,77,1622,249.5,"POLYGON ((-122.48501499994182 37.71857299988911, -122.48483199964372 37.718571000288634, -122.48476999971945 37.71856999977773, -122.48427500015012 37.718554999929594, -122.48314299982293 37.7185169996849, -122.48315899971647 37.71827099991072, -122.48317999963285 37.71795199982473, -122.48320499974723 37.71758500022305, -122.4815429996906 37.71753100032189, -122.48071599986025 37.71750399964594, -122.4805350001103 37.71742500003289, -122.47998100009144 37.7169420000542, -122.47962000041642 37.716638000169894, -122.47918500022323 37.716374999892395, -122.47843200001275 37.71591000007039, -122.47829499974537 37.71593000034441, -122.4775010004253 37.71601400001499, -122.47663900043486 37.716105999680316, -122.47649299994669 37.716193000069694, -122.4760290003395 37.71667299976898, -122.47591800001143 37.71678800026403, -122.47581799955398 37.71689099986382, -122.47576700039869 37.71682599997435, -122.47575999982766 37.71674499998858, -122.4745299995912 37.71601999973403, -122.47443400023003 37.71602299994869, -122.47435100038935 37.71599699997934, -122.47431399968113 37.71594800023108, -122.47429699996268 37.71586799983276, -122.47310899955902 37.71514900002388, -122.4729179997633 37.7150880001272, -122.472783999869 37.71493300018707, -122.47190900035807 37.71439799996572, -122.47171099999136 37.71422899984871, -122.47163900002133 37.713986000346246, -122.47159800001343 37.71384899991865, -122.47147199961677 37.713426999971546, -122.4713550003392 37.71280199989968, -122.4718690001751 37.71279699979823, -122.47226900020817 37.71283799976717, -122.47237100031543 37.71286800035407, -122.47258399985245 37.71293200028629, -122.47271799974675 37.71298099989728, -122.47282099967892 37.71302000001406, -122.47339099959133 37.71323300012574, -122.47396399987676 37.71344600033572, -122.47443099985698 37.7136869997449, -122.47534200025123 37.71416000031663, -122.47544799965813 37.71419399980572, -122.4755370002449 37.71424700014862, -122.47590700014078 37.71439799996572, -122.47629299993014 37.714499000335216, -122.47662400036624 37.71456699969726, -122.4770160000034 37.714593000168364, -122.47888599957417 37.71456699969726, -122.47996099999993 37.71459099974983, -122.4802050003974 37.714592000314425, -122.48030599978144 37.7145970002947, -122.48039100017023 37.71459999985634, -122.48182200024817 37.714657999885034, -122.48504300042923 37.714753999930714, -122.48517399995048 37.71480299975805, -122.4852750002328 37.714823000330846, -122.4852109997604 37.71620900022824, -122.48512700009482 37.71805599974527, -122.48512799991974 37.718277000157556, -122.48512700009482 37.71832599978668, -122.48512799991974 37.71836100000954, -122.48512899974466 37.71853399985291, -122.4851239997218 37.71857500020019, -122.48501499994182 37.71857299988911))",904,694,24,56.57071339173968,55-60%
12,1118,670,100,98,89,100,109,86,97,102,112,78,91,80,86,76,21,137,83,112,98,107,78,1940,289.6,"POLYGON ((-122.45214799997689 37.718717000118296, -122.45158499973718 37.71857699980056, -122.45073699999044 37.71836000020639, -122.45069299960952 37.718382000135264, -122.45040100042978 37.71838999997856, -122.4503970002318 37.718291000257935, -122.44985499990851 37.71812300030003, -122.44956700002844 37.71803299991208, -122.44908499997958 37.717881999686725, -122.44888699961285 37.718169999709104, -122.44860499958054 37.718396000215805, -122.44858200001433 37.718411000096125, -122.44859500043313 37.71831000008538, -122.44866599967992 37.71775099964655, -122.44867400007584 37.71768800013602, -122.44868599977141 37.71759600030338, -122.4487269997793 37.71744999968567, -122.44883700028245 37.717054999779684, -122.44895699993307 37.71681399995574, -122.44921100037625 37.716306000227, -122.44925700040704 37.716244000029995, -122.44931599995826 37.71616399995124, -122.44938100025557 37.7160749998599, -122.44962700030288 37.71573900017213, -122.44974899960329 37.71561699987879, -122.45023499985011 37.715131999789776, -122.45036600026967 37.71501599971854, -122.45096100029643 37.714501000045594, -122.45120800016863 37.714293999884696, -122.45163400014097 37.71393699997861, -122.45176600038546 37.71381600013569, -122.45189646271417 37.713695730629894, -122.45228819824665 37.71397679621308, -122.45217399991614 37.714104000329904, -122.45606100026906 37.7140769998263, -122.45607200013973 37.714905000135786, -122.45607999963732 37.715788000058616, -122.45597599988027 37.71582300005926, -122.45366799974329 37.71583699991275, -122.45351299993256 37.71579500034432, -122.45370000042863 37.71610899989143, -122.4526419997213 37.71737599980783, -122.45337800021336 37.71776799999033, -122.45254800000997 37.71872100002197, -122.45229399956673 37.71871899971489, -122.45223199964246 37.71875999995977, -122.45214799997689 37.718717000118296))",913,1006,21,47.57686294945284,45-50%
13,1119,489,66,58,54,49,69,57,53,41,64,53,39,56,47,39,16,86,51,64,45,64,52,1123,229.7,"POLYGON ((-122.44751599980938 37.719463000091224, -122.44756299966505 37.71933400029496, -122.44779199999391 37.71886499996353, -122.44808499989688 37.71840199974196, -122.44810099979038 37.71828000028081, -122.44734400028027 37.71798300028098, -122.44661700000903 37.71769600005427, -122.44651800027482 37.71764799982122, -122.44580799972202 37.71708000026794, -122.44524600020554 37.71752100004635, -122.44470600043039 37.717995000110236, -122.4434390542829 37.71697647579349, -122.4445714615469 37.716080688325064, -122.44457347017988 37.71607909939217, -122.44557172573433 37.715458640523686, -122.44583819479368 37.715300545181265, -122.44583500038453 37.71529799973513, -122.44624499956502 37.71508899997445, -122.44699000027792 37.71472400010743, -122.44721600023374 37.71460700025428, -122.44750699958857 37.714486999939645, -122.44829099976118 37.714147000006264, -122.44876600013734 37.71390900026159, -122.44888699961285 37.71383499968952, -122.44899899976586 37.71392500020267, -122.44909900022327 37.71388300026104, -122.4496570004401 37.71362799979982, -122.4499949996506 37.71347299964801, -122.45063099968525 37.71311699992396, -122.45101200035003 37.71285499981697, -122.45191100015042 37.71215800026231, -122.45199300016615 37.71208599984906, -122.45252500044376 37.71251000009116, -122.45270799984353 37.71267299987545, -122.45288399957062 37.71282900015729, -122.45227799967323 37.713344000081364, -122.45189646271417 37.713695730629894, -122.45176600038546 37.71381600013569, -122.45163400014097 37.71393699997861, -122.45120800016863 37.714293999884696, -122.45096100029643 37.714501000045594, -122.45036600026967 37.71501599971854, -122.45023499985011 37.715131999789776, -122.44974899960329 37.71561699987879, -122.44962700030288 37.71573900017213, -122.44938100025557 37.7160749998599, -122.44931599995826 37.71616399995124, -122.44925700040704 37.716244000029995, -122.44921100037625 37.716306000227, -122.44895699993307 37.71681399995574, -122.44883700028245 37.717054999779684, -122.4487269997793 37.71744999968567, -122.44868599977141 37.71759600030338, -122.44867400007584 37.71768800013602, -122.44866599967992 37.71775099964655, -122.44859500043313 37.71831000008538, -122.44858200001433 37.718411000096125, -122.44830300035508 37.71858900024421, -122.44795100000258 37.7189240000018, -122.44756199984015 37.71948099983012, -122.44751599980938 37.719463000091224))",576,531,16,52.03252032520326,50-55%
14,1123,456,49,61,36,48,40,40,36,45,68,48,36,38,35,34,8,67,33,47,40,60,35,904,198.2,"POLYGON ((-122.44187699988647 37.71908099970624, -122.44137100044652 37.71867599984966, -122.44131799984476 37.71863399975882, -122.44127099998909 37.71859600026526, -122.44125099989759 37.718579999911675, -122.44088799967446 37.71828999974329, -122.44060999984009 37.71806800027331, -122.44020599960906 37.71774400025627, -122.44014100021003 37.71769200009525, -122.44040999982356 37.71732700026098, -122.44041800021948 37.71724500029415, -122.44096700021547 37.71652999965822, -122.44099900000252 37.71648799977206, -122.44101999991891 37.716460000308444, -122.44105500007902 37.71641400035453, -122.44155399984629 37.7157530000415, -122.44169100011365 37.71557299979362, -122.44179900006868 37.715429999691615, -122.44189600015305 37.71530800031067, -122.44256499979966 37.71466100015484, -122.44266199988404 37.71456699969726, -122.4432560000859 37.71504200003209, -122.44379500003615 37.715472000177535, -122.4438979999683 37.71555399997483, -122.44440199975845 37.715952000284254, -122.44444199994143 37.7159839999913, -122.44450399986569 37.716031999881245, -122.44450815816715 37.71602918087365, -122.4445714615469 37.716080688325064, -122.4434390542829 37.71697647579349, -122.44470600043039 37.717995000110236, -122.44429299997852 37.71837599989694, -122.44419099987125 37.71846999978542, -122.44372700026409 37.71889999993168, -122.44369600030195 37.71892899968977, -122.443651999921 37.718961000242736, -122.44360699971516 37.718994999660424, -122.44308600020656 37.71938299993556, -122.44255200027918 37.71962099986059, -122.44187699988647 37.71908099970624))",419,477,8,46.763392857142854,45-50%
15,1113,611,81,69,66,68,85,71,62,64,90,71,53,82,70,56,15,127,66,69,62,89,66,1482,242.6,"POLYGON ((-122.45511100041507 37.71823700016077, -122.45418900015017 37.71823899977025, -122.45408200002005 37.718174000352924, -122.454050000233 37.718125999718914, -122.45337800021336 37.71776799999033, -122.4526419997213 37.71737599980783, -122.45370000042863 37.71610899989143, -122.45351299993256 37.71579500034432, -122.45366799974329 37.71583699991275, -122.45597599988027 37.71582300005926, -122.45607999963732 37.715788000058616, -122.45607200013973 37.714905000135786, -122.45617500007188 37.71492699966941, -122.45904600044857 37.71490799968496, -122.4590549997711 37.71575799994343, -122.45906399999194 37.71660299984365, -122.45907200038783 37.71745500018369, -122.45907800023562 37.718007999745424, -122.45918700001558 37.718230000105805, -122.45816299964342 37.718231999715485, -122.45817799971203 37.72002700001614, -122.45715800043614 37.720030000068526, -122.45613300023909 37.720033000120736, -122.45511800008778 37.72003600017288, -122.45511100041507 37.71823700016077))",775,692,15,52.82890252215405,50-55%
16,9727,626,89,103,88,105,95,79,87,81,119,65,68,74,68,65,21,104,69,103,85,98,64,1730,276.4,"POLYGON ((-122.47536200034271 37.72052199990827, -122.4753680001905 37.72037000000621, -122.47536999984034 37.720274999909, -122.47516800017395 37.71976699975268, -122.47502900025678 37.71954499973473, -122.47487299972286 37.71936200009353, -122.47466100001076 37.71915100013253, -122.47441599978838 37.718879999748886, -122.47407500020485 37.71854199967981, -122.4736860000424 37.718139999847835, -122.47342800029956 37.71786599988948, -122.47326300044311 37.71769399971951, -122.47306900027435 37.717505999985825, -122.47292100013634 37.71735000031335, -122.47267199971601 37.71724799974859, -122.47264999997469 37.71703399998837, -122.47263200043135 37.71690299986995, -122.47257700017977 37.716621000277435, -122.47253399962374 37.716496999648136, -122.4723970002547 37.716115000313415, -122.47183599966482 37.714647000079125, -122.47171099999136 37.71422899984871, -122.47190900035807 37.71439799996572, -122.472783999869 37.71493300018707, -122.4729179997633 37.7150880001272, -122.47310899955902 37.71514900002388, -122.47429699996268 37.71586799983276, -122.47431399968113 37.71594800023108, -122.47435100038935 37.71599699997934, -122.47443400023003 37.71602299994869, -122.4745299995912 37.71601999973403, -122.47575999982766 37.71674499998858, -122.47576700039869 37.71682599997435, -122.47581799955398 37.71689099986382, -122.47591800001143 37.71678800026403, -122.4760290003395 37.71667299976898, -122.47649299994669 37.716193000069694, -122.47663900043486 37.716105999680316, -122.4775010004253 37.71601400001499, -122.47829499974537 37.71593000034441, -122.47843200001275 37.71591000007039, -122.47918500022323 37.716374999892395, -122.47962000041642 37.716638000169894, -122.47998100009144 37.7169420000542, -122.47867399986205 37.71790299994824, -122.47875400022801 37.71806100020238, -122.47876400027374 37.718285999816345, -122.47864600027297 37.71847100029763, -122.47974699973972 37.71943500033077, -122.4798179998848 37.71944699992489, -122.47988400000703 37.7194779997555, -122.4797540003107 37.7195730001642, -122.47963100028707 37.719663000102386, -122.47911400007811 37.72004000000534, -122.47903000041252 37.7201469998846, -122.47898799968142 37.720844000316134, -122.47887600042672 37.72083900004687, -122.47702100002627 37.720773000297946, -122.47607399964703 37.720755000162455, -122.47589200007214 37.72077799986113, -122.47563299960605 37.72081499988659, -122.4753470002741 37.72091399978707, -122.47536200034271 37.72052199990827))",772,937,21,45.17261556465769,45-50%
17,1103,62,14,11,8,8,17,16,9,9,11,13,12,10,14,14,1,19,16,7,9,12,13,243,391.9,"POLYGON ((-122.46625399964336 37.719679000222065, -122.46715300034202 37.71967200030335, -122.46718500012908 37.721661999890706, -122.46658799955419 37.721666000345934, -122.46627799993279 37.721667999862916, -122.46625399964336 37.719679000222065))",146,96,1,60.33057851239669,60-65%
18,1101,521,75,80,58,68,72,67,72,66,86,68,60,51,57,51,6,94,59,86,69,91,57,1393,267.4,"POLYGON ((-122.47167400018144 37.72163100026348, -122.47077899968072 37.72163700023821, -122.46987700040562 37.72164300021245, -122.46974000013827 37.721643999971235, -122.4689740004073 37.72164999994485, -122.4686599996896 37.72165200017285, -122.46807600043184 37.72165599991805, -122.46805200014238 37.71966499967344, -122.46895099994273 37.71965900024957, -122.468940999897 37.71789400024296, -122.46983800004755 37.71788799996506, -122.46981799995606 37.71609299971135, -122.4707140002817 37.716088999665786, -122.47145700044645 37.71608500033064, -122.47156500040151 37.71613800003143, -122.4718280001672 37.71642700026718, -122.47210299962852 37.71671799973679, -122.47234299982804 37.71698900021251, -122.47247199969947 37.717086999720955, -122.47267199971601 37.71724799974859, -122.47265499999756 37.717499999676555, -122.4726519996245 37.717697999678414, -122.4726440001269 37.7178530002294, -122.47262999988322 37.71809699964649, -122.47260399994393 37.71857699980056, -122.47254700004252 37.71964000005752, -122.47244900013324 37.721453000319094, -122.47243999991241 37.721602999901435, -122.47225400013959 37.72162800027598, -122.47198299997791 37.721661000132165, -122.47176000039518 37.72167099984885, -122.47167400018144 37.72163100026348))",651,736,6,46.93583273251622,45-50%
19,1104,746,127,122,125,131,137,106,120,112,135,105,97,100,105,97,18,210,94,115,116,141,81,2394,320.9,"POLYGON ((-122.46266299956643 37.72000400008429, -122.46266900031254 37.71992399980227, -122.4626390001753 37.71821100025784, -122.4626400000002 37.717936000042656, -122.46354200017363 37.71792999976816, -122.46444000014907 37.71792400020384, -122.46534200032251 37.71791799992837, -122.46623500027506 37.71791199965247, -122.4671370004485 37.717906000086636, -122.46803600024886 37.71789999980971, -122.468940999897 37.71789400024296, -122.46895099994273 37.71965900024957, -122.46805200014238 37.71966499967344, -122.46807600043184 37.72165599991805, -122.46761500029938 37.72165899990446, -122.46718500012908 37.721661999890706, -122.46715300034202 37.71967200030335, -122.46625399964336 37.719679000222065, -122.46627799993279 37.721667999862916, -122.46556400008033 37.72167300007622, -122.46539099982797 37.72167399983461, -122.46498400012221 37.72167600006195, -122.4644839996317 37.72167999980586, -122.46358200035658 37.72168599977662, -122.46268299965791 37.72169199974683, -122.46266299956643 37.72000400008429))",1162,1214,18,48.90572390572391,45-50%
20,1109,552,96,77,69,70,91,79,69,75,82,90,59,76,78,80,16,128,76,70,69,88,78,1616,292.8,"POLYGON ((-122.45817799971203 37.72002700001614, -122.45816299964342 37.718231999715485, -122.45918700001558 37.718230000105805, -122.46020899983958 37.71823099991065, -122.4612309996636 37.718231999715485, -122.46224499998999 37.718219999924614, -122.4626390001753 37.71821100025784, -122.46266900031254 37.71992399980227, -122.46266299956643 37.72000400008429, -122.46268299965791 37.72169199974683, -122.46239399995292 37.72169399997364, -122.4623649996406 37.721694999731795, -122.46233500040171 37.721705999912416, -122.46226500008149 37.721747999682584, -122.46217399984488 37.72180100030602, -122.46211100009569 37.721822000167215, -122.46205599984411 37.72182899988276, -122.46124200043255 37.72183100010587, -122.46022399990818 37.721834999841406, -122.459203999734 37.72183700006435, -122.4581829997349 37.72184000004343, -122.45817799971203 37.72002700001614))",872,728,16,54.50000000000001,50-55%
21,1112,552,82,95,72,82,84,69,73,77,91,70,68,73,70,64,8,105,61,82,66,80,69,1541,279.2,"POLYGON ((-122.45309199998309 37.720040999785816, -122.45257499977416 37.720042000276806, -122.45250600017717 37.720030000068526, -122.45232899972687 37.71995899998068, -122.45164599983656 37.71968600014011, -122.45223199964246 37.71875999995977, -122.45229399956673 37.71871899971489, -122.45254800000997 37.71872100002197, -122.45337800021336 37.71776799999033, -122.454050000233 37.718125999718914, -122.45408200002005 37.718174000352924, -122.45418900015017 37.71823899977025, -122.45511100041507 37.71823700016077, -122.45511800008778 37.72003600017288, -122.45613300023909 37.720033000120736, -122.45715800043614 37.720030000068526, -122.45817799971203 37.72002700001614, -122.4581829997349 37.72184000004343, -122.45716299956072 37.72184300002239, -122.4561409997367 37.72184600000123, -122.4551270003086 37.721848999979954, -122.45410700013441 37.72185100020252, -122.4531010002039 37.72185400018103, -122.45309199998309 37.720040999785816))",747,786,8,48.7279843444227,45-50%
22,9726,662,89,92,75,75,95,70,73,71,107,66,55,70,76,74,10,115,63,73,63,88,60,1560,235.6,"POLYGON ((-122.48220800003757 37.72191699970154, -122.48211000012826 37.72184800022388, -122.48209599988456 37.72168899976177, -122.48114000018279 37.72086300019938, -122.48109599980187 37.72084800010496, -122.48103899990046 37.72087900005987, -122.48088400008974 37.72097600033925, -122.4806690000046 37.72097199984675, -122.47898199983364 37.72091200024978, -122.47898799968142 37.720844000316134, -122.47903000041252 37.7201469998846, -122.47911400007811 37.72004000000534, -122.47963100028707 37.719663000102386, -122.4797540003107 37.7195730001642, -122.47988400000703 37.7194779997555, -122.4798179998848 37.71944699992489, -122.47974699973972 37.71943500033077, -122.47864600027297 37.71847100029763, -122.47876400027374 37.718285999816345, -122.47875400022801 37.71806100020238, -122.47867399986205 37.71790299994824, -122.47998100009144 37.7169420000542, -122.4805350001103 37.71742500003289, -122.48071599986025 37.71750399964594, -122.4815429996906 37.71753100032189, -122.48320499974723 37.71758500022305, -122.48317999963285 37.71795199982473, -122.48315899971647 37.71827099991072, -122.48314299982293 37.7185169996849, -122.48427500015012 37.718554999929594, -122.48476999971945 37.71856999977773, -122.48483199964372 37.718571000288634, -122.48501499994182 37.71857299988911, -122.4851239997218 37.71857500020019, -122.48512899974466 37.71862500014235, -122.48513200011769 37.71984700020424, -122.48513700014058 37.721078000034495, -122.48513700373381 37.72107920089111, -122.48503294558625 37.72107795313714, -122.48503289617891 37.72107800074508, -122.48477499974231 37.72108000027794, -122.4846600001146 37.721195000327064, -122.48449600008306 37.72125999993605, -122.4843029997392 37.721277000185104, -122.48332000027324 37.72126500017689, -122.4830759998758 37.72126200017453, -122.48292500026305 37.721340999959224, -122.48249599991765 37.72172200030134, -122.4824359996432 37.72185799991532, -122.48231599999258 37.72193500026525, -122.48220800003757 37.72191699970154))",778,772,10,50.193548387096776,50-55%
23,1124,541,76,80,54,70,86,70,60,72,87,74,59,56,58,56,17,113,55,52,60,80,69,1404,259.5,"POLYGON ((-122.44244500014905 37.72312699975354, -122.44143099982266 37.72272599967762, -122.44054100024312 37.72237499981575, -122.43976499956808 37.72206899998204, -122.44010900042298 37.7215169999412, -122.44047299957275 37.7209340001313, -122.4407010000767 37.72056800015376, -122.44094700012398 37.72018400022529, -122.44140099968541 37.71986499984983, -122.44255200027918 37.71962099986059, -122.44308600020656 37.71938299993556, -122.44360699971516 37.718994999660424, -122.443651999921 37.718961000242736, -122.44369600030195 37.71892899968977, -122.44372700026409 37.71889999993168, -122.44419099987125 37.71846999978542, -122.44429299997852 37.71837599989694, -122.44470600043039 37.717995000110236, -122.44524600020554 37.71752100004635, -122.44580799972202 37.71708000026794, -122.44651800027482 37.71764799982122, -122.44661700000903 37.71769600005427, -122.44734400028027 37.71798300028098, -122.44810099979038 37.71828000028081, -122.44808499989688 37.71840199974196, -122.44779199999391 37.71886499996353, -122.44756299966505 37.71933400029496, -122.44751599980938 37.719463000091224, -122.44756199984015 37.71948099983012, -122.44795100000258 37.7189240000018, -122.44830300035508 37.71858900024421, -122.44858200001433 37.718411000096125, -122.44851699971701 37.71892199970019, -122.44843399987633 37.71941099971561, -122.44840899976198 37.71965600018216, -122.44834900038585 37.720229000192155, -122.44822200016422 37.72126200017453, -122.44820200007275 37.721407999674625, -122.4481219997068 37.721996999962855, -122.44799000036063 37.7226690000257, -122.44790800034487 37.722915999858415, -122.44787800020762 37.72300500025786, -122.44763899983303 37.72300599999831, -122.4474530000602 37.72300599999831, -122.44717400040093 37.72301799972448, -122.44472999982152 37.72298699995417, -122.44448600032236 37.722973999771604, -122.44415900008423 37.723000999875, -122.44325500026098 37.723115000045034, -122.44327399962924 37.72308500005466, -122.44329000042107 37.72305899972163, -122.44248399960881 37.72314200009697, -122.44244500014905 37.72312699975354))",713,674,17,51.405912040374915,50-55%
24,1116,28,5,2,2,3,4,3,2,1,3,3,2,4,3,4,0,4,3,3,2,3,4,60,214.3,"POLYGON ((-122.4521210002127 37.72313199986835, -122.45179399997457 37.72304799974194, -122.45159599960785 37.723033000089984, -122.4500730003667 37.72304199988155, -122.44989300044163 37.723033000089984, -122.44961499970898 37.72301900017527, -122.44954600011204 37.72301100012129, -122.44960399983833 37.722917000310574, -122.44962099955677 37.72289000017657, -122.45006400014589 37.72216800033823, -122.45009599993294 37.722117999945205, -122.45011799967426 37.72208300007632, -122.45014100013876 37.72204699972699, -122.45024400007092 37.72208000010708, -122.45188600003607 37.72274699998708, -122.45233399974971 37.723044999811776, -122.45233499957463 37.72318000010083, -122.4521210002127 37.72313199986835))",37,23,0,61.66666666666667,60-65%
25,1117,532,69,89,71,81,57,75,66,82,108,71,76,66,59,59,11,84,53,79,75,96,60,1487,279.5,"POLYGON ((-122.45233499957463 37.72318000010083, -122.45233399974971 37.723044999811776, -122.45188600003607 37.72274699998708, -122.45024400007092 37.72208000010708, -122.45014100013876 37.72204699972699, -122.45011799967426 37.72208300007632, -122.45009599993294 37.722117999945205, -122.45006400014589 37.72216800033823, -122.44962099955677 37.72289000017657, -122.44960399983833 37.722917000310574, -122.44954600011204 37.72301100012129, -122.44948400018774 37.72300300006645, -122.44917799986598 37.72300300006645, -122.44809800031567 37.72300500025786, -122.44787800020762 37.72300500025786, -122.44790800034487 37.722915999858415, -122.44799000036063 37.7226690000257, -122.4481219997068 37.721996999962855, -122.44820200007275 37.721407999674625, -122.44822200016422 37.72126200017453, -122.44834900038585 37.720229000192155, -122.44840899976198 37.71965600018216, -122.44843399987633 37.71941099971561, -122.44851699971701 37.71892199970019, -122.44858200001433 37.718411000096125, -122.44860499958054 37.718396000215805, -122.44888699961285 37.718169999709104, -122.44908499997958 37.717881999686725, -122.44956700002844 37.71803299991208, -122.44985499990851 37.71812300030003, -122.4503970002318 37.718291000257935, -122.45040100042978 37.71838999997856, -122.45069299960952 37.718382000135264, -122.45073699999044 37.71836000020639, -122.45158499973718 37.71857699980056, -122.45214799997689 37.718717000118296, -122.45223199964246 37.71875999995977, -122.45164599983656 37.71968600014011, -122.45232899972687 37.71995899998068, -122.45250600017717 37.720030000068526, -122.45257499977416 37.720042000276806, -122.45309199998309 37.720040999785816, -122.4531010002039 37.72185400018103, -122.45310200002882 37.7221209999129, -122.4531050004019 37.723134999794986, -122.4531050004019 37.723205999680836, -122.4531050004019 37.723269999919964, -122.45233499957463 37.72318000010083))",653,823,11,44.24119241192412,40-45%
