,precinct,registered_voters,yes,no,votes_cast,turnout,geometry,yes_perc,yes_perc_bin
429,9243,1038,393.0,53.0,446,43.0,"POLYGON ((-122.42368800004854 37.78874600000747, -122.42214499981762 37.78894300014158, -122.42207700004556 37.788473999986145, -122.42195499984682 37.78800099998417, -122.42187899967884 37.787628000206965, -122.42185799976244 37.78753499968568, -122.42184199986893 37.78744199975729, -122.421764999876 37.78706200006281, -122.42168899970805 37.786688999805605, -122.42167500036265 37.78660500010462, -122.42147199997306 37.78567599978299, -122.42302799972444 37.78548199969842, -122.4239020003088 37.78538000000592, -122.424437999886 37.78540500013844, -122.42470400002478 37.78541800000525, -122.42485800001054 37.78619599999356, -122.42504700015644 37.78713000021895, -122.42514099986778 37.787596999809566, -122.42523700012724 37.78807000026765, -122.42533099983858 37.78853600003209, -122.42542299990009 37.78899499994523, -122.42378099993495 37.78920300021373, -122.42368800004854 37.78874600000747))",88.11659192825113,75% and more
430,7642,930,337.0,17.0,354,38.1,"POLYGON ((-122.39086399974128 37.78857199998913, -122.39031899994328 37.7881350000745, -122.3911800001088 37.78745499997572, -122.39159199983744 37.787128999924775, -122.39205299996986 37.786764999858484, -122.39279799978448 37.787358000202325, -122.39299399960305 37.78751500029878, -122.39359700002572 37.78799599999204, -122.3933059997726 37.78822599999197, -122.39272300033971 37.78868700024709, -122.39185799997622 37.789369000185374, -122.39086399974128 37.78857199998913))",95.19774011299435,75% and more
431,7502,739,326.0,53.0,379,51.3,"POLYGON ((-122.4287119998532 37.78857699994234, -122.42855299984453 37.78779100002149, -122.42852500025545 37.78765099971476, -122.42833600010957 37.78671299990546, -122.42824099967501 37.786247000004195, -122.42814799978858 37.785784000231516, -122.42800899987141 37.785057999899884, -122.4284010004069 37.78500499984276, -122.42951899959208 37.78485500023866, -122.43112799994522 37.78464099996413, -122.43129100015183 37.784620999793994, -122.4312960001747 37.78464600018331, -122.43132799996175 37.78479800015308, -122.43143599991677 37.78526799981946, -122.43145000016048 37.78536199996203, -122.43163500010841 37.78629299987227, -122.43181300038366 37.78723100004305, -122.4319099995697 37.787697000128794, -122.43200300035444 37.788158999704734, -122.43035600036644 37.78836799976415, -122.43055100036013 37.78932399965684, -122.42890500019703 37.789534000232415, -122.4287119998532 37.78857699994234))",86.01583113456465,75% and more
432,9117,1072,518.0,79.0,597,55.7,"POLYGON ((-122.45945300015434 37.789300999959835, -122.45938799985701 37.788405000079905, -122.4593240002829 37.7875209999024, -122.45927999990198 37.78691400025837, -122.45925599961254 37.78662299984576, -122.45917899961965 37.78568200024592, -122.46030799957377 37.78553899996637, -122.46136899975585 37.78540300021334, -122.46244099980858 37.785265999890655, -122.46350299981557 37.78513099995648, -122.46457200039355 37.784993999839536, -122.46469299986906 37.78666999978016, -122.46481699971764 37.7883779996978, -122.46478099973262 37.7885639999213, -122.46358099963338 37.78880599999219, -122.45992500015745 37.789542999746814, -122.45947599972058 37.789711000183075, -122.45945300015434 37.789300999959835))",86.76716917922947,75% and more
433,7503,1099,445.0,54.0,499,45.4,"POLYGON ((-122.42705999984234 37.788786999801154, -122.42542299990009 37.78899499994523, -122.42533099983858 37.78853600003209, -122.42523700012724 37.78807000026765, -122.42686499984868 37.78786199964967, -122.42666700038026 37.78692499997583, -122.42504700015644 37.78713000021895, -122.42485800001054 37.78619599999356, -122.42625499975328 37.786021000051264, -122.42814799978858 37.785784000231516, -122.42824099967501 37.786247000004195, -122.42833600010957 37.78671299990546, -122.42852500025545 37.78765099971476, -122.42855299984453 37.78779100002149, -122.4287119998532 37.78857699994234, -122.42890500019703 37.789534000232415, -122.42725999985886 37.78974299995244, -122.42705999984234 37.788786999801154))",89.17835671342685,75% and more
434,7644,683,213.0,18.0,231,33.8,"POLYGON ((-122.38532340396958 37.78984468055448, -122.3852842383215 37.789823180341244, -122.38526110131305 37.78979439506277, -122.38524095928774 37.78974285584133, -122.38508385202937 37.78935198362943, -122.38509285225021 37.78932898394113, -122.38510403358055 37.789272352910686, -122.38515080706077 37.78924068446627, -122.38713728219125 37.78874942819392, -122.38701500261648 37.78828722856202, -122.38530041428484 37.78856689496771, -122.38525491820894 37.78856505698951, -122.38518435015348 37.78851598174828, -122.38509050405408 37.7881580285313, -122.3851126924416 37.78810968211021, -122.38518504724614 37.78807192983818, -122.38710419813766 37.787758626695684, -122.3873524754142 37.78770029986724, -122.38737549204842 37.78729246371455, -122.38455797107552 37.78745773391171, -122.38454580249669 37.78745740521464, -122.38453176003219 37.787454322703546, -122.38452310296778 37.78745070348615, -122.3845137425225 37.7874447273044, -122.38450634938772 37.787438884588845, -122.38449773364584 37.78743207565936, -122.3844855533889 37.78742244902044, -122.3844804680261 37.78741843011128, -122.38446473852545 37.78739484199959, -122.38430135383989 37.78574752112312, -122.38435817767153 37.78567597351497, -122.38443995849836 37.78565105582789, -122.38733917675475 37.78547913718879, -122.38745507649439 37.785459903279396, -122.38756574803907 37.7854256780971, -122.38755081714073 37.78527144165636, -122.38750927275377 37.784842302003284, -122.38744923205516 37.784164753628204, -122.38742503952622 37.78397217447101, -122.38736931702917 37.78393063456425, -122.38731525372042 37.78344376537928, -122.38737239825058 37.78336310026013, -122.38753999962806 37.78332899977126, -122.38779088201895 37.78324191285452, -122.38779519303398 37.78294513229893, -122.3876478280049 37.78288619748462, -122.38758013545666 37.7828683082991, -122.38762800038994 37.78282600029078, -122.38807000025581 37.78244899994325, -122.38811200008861 37.78180600013414, -122.38842300043324 37.781798000043864, -122.38837900005231 37.782240000183855, -122.3884779997865 37.78239699979335, -122.38855599960429 37.78255799978373, -122.38891399980461 37.782870000164564, -122.38984600011526 37.78360900016554, -122.39049899986831 37.784125999716046, -122.39057400021137 37.78418599990207, -122.39085700006862 37.78441100016584, -122.39114199957564 37.78463700007253, -122.39136400023182 37.78480200003597, -122.39130099958432 37.784859999733406, -122.39124899970578 37.78491800009528, -122.39096599984855 37.78523199967279, -122.39042400042356 37.78566499987963, -122.39029499965382 37.785766999888736, -122.38978300036605 37.78617800014842, -122.38963699987788 37.78622400005944, -122.38995800026824 37.78647899966422, -122.39006700004818 37.78656599970389, -122.39008100029189 37.786577000183094, -122.39014300021617 37.78662700033983, -122.39015699956154 37.78663800009995, -122.39018199967592 37.78665799972424, -122.38941500012002 37.78740999970143, -122.38857300022109 37.788153999723235, -122.38815499974632 37.7885479997831, -122.38807899957834 37.788625000327784, -122.3878939996304 37.78880100005448, -122.38734800000748 37.789310999767274, -122.3873379101302 37.78937208971567, -122.38723334263784 37.789397733096216, -122.38707476124411 37.78943662338625, -122.38677965030024 37.78950899510752, -122.3853967325479 37.78984813566641, -122.3853505007518 37.789850143990066, -122.38532340396958 37.78984468055448))",92.20779220779221,75% and more
435,9232,979,436.0,58.0,494,50.5,"POLYGON ((-122.44082699957508 37.789796999709274, -122.4406809999852 37.78906700010442, -122.44067000011457 37.7889889997513, -122.44065800041899 37.78892200015591, -122.44050199988506 37.788141999908305, -122.44048799964135 37.788060999863916, -122.44047199974784 37.78798999971699, -122.44031199991426 37.78718699992575, -122.44029299964768 37.78710699983907, -122.44191600024453 37.78689999964755, -122.44355999985949 37.786690999695914, -122.44375300020334 37.787646999986066, -122.44540199984115 37.78743800001729, -122.44558900033722 37.78836400007427, -122.44575800039162 37.789248000106035, -122.44411899990122 37.78945699992505, -122.4424760001112 37.78966299979316, -122.44080599965866 37.78987199985818, -122.44082699957508 37.789796999709274))",88.25910931174089,75% and more
436,7638,767,182.0,26.0,208,27.1,"POLYGON ((-122.39346099958328 37.78927500017025, -122.39272300033971 37.78868700024709, -122.3933059997726 37.78822599999197, -122.39359700002572 37.78799599999204, -122.39396199989872 37.78770799972965, -122.39448099975746 37.78729799975179, -122.39526599975503 37.78667800005303, -122.3956449998717 37.786378999826645, -122.39575600019977 37.78629099997121, -122.39580899990322 37.78624899990646, -122.39583999986539 37.78622499965591, -122.39670500022886 37.785542000203456, -122.39723400013338 37.78596400015507, -122.39770399958836 37.786338999711724, -122.39825699978229 37.786778999784936, -122.3979320000923 37.78703600019539, -122.39735399978399 37.78749300032793, -122.39722999993543 37.78759100021206, -122.39603499985903 37.78853600003209, -122.3951510001273 37.789235000203085, -122.39427599971806 37.78992600023066, -122.39346099958328 37.78927500017025))",87.5,75% and more
437,7334,1088,319.0,103.0,422,38.8,"POLYGON ((-122.41024199980785 37.789015999910156, -122.41005699985992 37.78808200009433, -122.40993100036154 37.78742900024652, -122.4098739995618 37.787149000126085, -122.4097749998276 37.78665900002479, -122.4096829997661 37.78620300001098, -122.41132599955614 37.78599600012712, -122.41151600042527 37.78694000016871, -122.41233999988253 37.786835000174314, -122.41316099986511 37.78673000003067, -122.4132579999495 37.78720399994193, -122.41329499975942 37.787383999956454, -122.41335400020895 37.78766399989642, -122.41341299976018 37.78795799989843, -122.41344399972232 37.78811599971093, -122.41347200020975 37.78825299971969, -122.4135409998067 37.78859800002606, -122.41372800030277 37.789529000344004, -122.41218599989676 37.78972599981049, -122.4120760002919 37.7897399998859, -122.41043299960356 37.789951000245125, -122.41024199980785 37.789015999910156))",75.59241706161137,75% and more
438,7203,178,71.0,9.0,80,44.9,"POLYGON ((-122.42542299990009 37.78899499994523, -122.42705999984234 37.788786999801154, -122.42725999985886 37.78974299995244, -122.42561600024392 37.78995199979118, -122.42542299990009 37.78899499994523))",88.75,75% and more
439,7331,1067,320.0,107.0,427,40.0,"POLYGON ((-122.4153719999177 37.789320000018705, -122.41518500031995 37.78838800034007, -122.41499500034918 37.787453999685944, -122.4166389999641 37.78724499988121, -122.4167999996226 37.78804200019126, -122.4168270002851 37.788178000057236, -122.41801300014063 37.78802499965798, -122.41846500005224 37.78796600003187, -122.41855899976356 37.78843199974221, -122.41865599984797 37.7889099997557, -122.41764599971953 37.7890330002155, -122.41701700025587 37.78911000025481, -122.41720499967855 37.790045000110226, -122.41638100022128 37.79014900025964, -122.41591099986798 37.79020899981513, -122.41555900041377 37.7902539998047, -122.4153719999177 37.789320000018705))",74.94145199063233,70-75%
440,9239,793,350.0,26.0,376,47.4,"POLYGON ((-122.43567300007408 37.789629000178465, -122.43558100001258 37.78917199976713, -122.435485999578 37.78869700013755, -122.43712900026634 37.78848800029876, -122.43877299988131 37.78827800030017, -122.44032000031018 37.78808200009433, -122.44038999973208 37.788072999692055, -122.44043999996079 37.788067000133196, -122.44048799964135 37.788060999863916, -122.44050199988506 37.788141999908305, -122.44065800041899 37.78892200015591, -122.44067000011457 37.7889889997513, -122.4406809999852 37.78906700010442, -122.44082699957508 37.789796999709274, -122.44080599965866 37.78987199985818, -122.43913600010445 37.79008100004197, -122.43847300030565 37.79016600030431, -122.43749499996426 37.790292000137384, -122.43584899980117 37.790502000091664, -122.43567300007408 37.789629000178465))",93.08510638297872,75% and more
441,9225,960,508.0,41.0,549,57.2,"POLYGON ((-122.45424299967854 37.79056200007037, -122.45412100037814 37.78997999985376, -122.4539439999278 37.78909900015266, -122.4537690000256 37.78822799984068, -122.45359300029851 37.78734399967557, -122.45340699962738 37.78641800032601, -122.45477400013118 37.78624399979572, -122.4550500003157 37.78620899972117, -122.45586499955218 37.7861049997061, -122.45668499970982 37.785999999945176, -122.4569630004425 37.78596400015507, -122.45806200025939 37.78582399993687, -122.45917899961965 37.78568200024592, -122.45925599961254 37.78662299984576, -122.45927999990198 37.78691400025837, -122.4593240002829 37.7875209999024, -122.45938799985701 37.788405000079905, -122.45945300015434 37.789300999959835, -122.45947599972058 37.789711000183075, -122.4590289998318 37.78971600005922, -122.45747999975312 37.790026000237766, -122.45583600013818 37.790355000328304, -122.45422900033314 37.79067599982474, -122.45424299967854 37.79056200007037))",92.53187613843352,75% and more
442,9103,1049,591.0,38.0,629,60.0,"POLYGON ((-122.48519700041503 37.790197000333855, -122.48483800038981 37.789892000027066, -122.48473000043478 37.78973000013653, -122.48440599967137 37.78964099975192, -122.48419399995927 37.78955999993091, -122.48407199976053 37.78951500022856, -122.48400599963828 37.78943100019036, -122.48391000027712 37.789232999671704, -122.48390400042936 37.78899399967629, -122.4839999997905 37.78874299990047, -122.48414999957835 37.788447999905586, -122.48414600027868 37.787665000183345, -122.48417399986779 37.787310999995505, -122.48415499960122 37.786978999662125, -122.48411699996637 37.786857000341, -122.48410299972267 37.78651800011086, -122.48411199994351 37.78636400022978, -122.48408000015645 37.78579500011716, -122.48514800001124 37.78574599971042, -122.4862240002619 37.78569699998114, -122.4872860002689 37.78564899982364, -122.48776800031774 37.78562800032181, -122.4881399998634 37.785612000257814, -122.48820099996277 37.78553500012337, -122.4883159995905 37.78532900010687, -122.48832499981134 37.7852059998715, -122.48848600036814 37.78515600017328, -122.48889800009677 37.78511499978494, -122.4893919998412 37.78508800033061, -122.48988700030884 37.78508399975328, -122.48992499994367 37.78508399975328, -122.49047399993965 37.78511899965067, -122.49041700003825 37.78434999983068, -122.49036400033481 37.783640000105905, -122.49143600038754 37.78359099969031, -122.49251000009009 37.78354300029494, -122.49256199996861 37.78425100028529, -122.49263300011373 37.78523199967279, -122.49269199966497 37.785341999987054, -122.49293000021464 37.7854860002542, -122.49298200009318 37.78556499965056, -122.49311500016258 37.786579999668085, -122.49339800001978 37.7865329996764, -122.49367699967904 37.786485999654886, -122.49370699981628 37.786854999745245, -122.49371600003713 37.78707700022789, -122.4937439996262 37.78761399973143, -122.4936819997019 37.7876069998476, -122.49349599992911 37.78763000007185, -122.49346199959389 37.787628000206965, -122.49341899993621 37.787650000137575, -122.49338499960102 37.787643000257155, -122.49333600009551 37.78765599973028, -122.49329400026272 37.78768000022603, -122.49324099966096 37.78768399995293, -122.4931939998053 37.787692999692645, -122.49318100028482 37.78771299974131, -122.49312699985813 37.78773400007057, -122.49309000004824 37.78772599991207, -122.49305599971302 37.787739999656466, -122.49301800007821 37.78774099994237, -122.49297100022252 37.787742000228256, -122.49295600015394 37.78776799984729, -122.49291400032115 37.7877829998691, -122.49285499987158 37.78778600001509, -122.49285999989446 37.787852999930585, -122.49282999975725 37.787882999936585, -122.492771000206 37.78788400022055, -122.49276899965787 37.78782999977568, -122.4927360000459 37.78785699964808, -122.49267900014449 37.787750999960906, -122.49262800009086 37.78776499970061, -122.4924470003409 37.78777799986217, -122.49238100021866 37.787789000160956, -122.49230599987557 37.78781600004834, -122.49217899965399 37.787852999930585, -122.49211900027782 37.78787499979421, -122.49207999991977 37.78789999979265, -122.49205800017847 37.78792499978262, -122.49181299995607 37.78802599994003, -122.49177100012328 37.788055999875844, -122.49172000006966 37.788105000170745, -122.49165499977234 37.7881180002725, -122.49161399976447 37.78816399968589, -122.49150099978654 37.788222000294404, -122.4914480000831 37.788217000317175, -122.4914060002503 37.78823700022402, -122.49128200040177 37.78828099971613, -122.49121799992933 37.788319999921654, -122.49119100016514 37.78835799982911, -122.49106200029372 37.78842399965928, -122.49089300023931 37.788532000351296, -122.49085899990412 37.78855400001283, -122.4908430000106 37.78859100023545, -122.49081799989625 37.78863299967908, -122.49069599969751 37.78873199974369, -122.49052800036634 37.78888599965945, -122.4904129998403 37.78895199972796, -122.49040699999252 37.78897899990034, -122.4903070004334 37.7890330002155, -122.49025300000672 37.78907800021132, -122.49004600031749 37.7892220002978, -122.48991900009587 37.78935199995739, -122.4898289996842 37.7894820000982, -122.48970099963768 37.789482999650595, -122.48959199985775 37.789453999846906, -122.4893009996046 37.789412000159984, -122.48919199982467 37.78934000033694, -122.4889909999832 37.789283000161106, -122.48848200017017 37.78944200024303, -122.48809999968043 37.78942899966429, -122.48802799971043 37.78952999989578, -122.48786399967888 37.78958800014198, -122.48773700035561 37.789574000037774, -122.48758400019473 37.78949900029627, -122.48756400010323 37.78947299986643, -122.48756400010323 37.7894349998225, -122.4874639996458 37.78947299986643, -122.48744699992736 37.78943100019036, -122.48736900010955 37.78942999992733, -122.48712100041246 37.78961099974966, -122.48705199991714 37.78970899966459, -122.48693800011434 37.789840000144736, -122.48672899987696 37.790042000055955, -122.48655399997479 37.79014999980307, -122.48642900030133 37.790236999780326, -122.48633499969169 37.790355999868886, -122.48624500017831 37.790414000176725, -122.48623699978236 37.7904949997715, -122.48614800009393 37.79060600030777, -122.48610899973586 37.79068799993808, -122.48603500011602 37.790761999647586, -122.48595999977296 37.79082000034658, -122.4859430000545 37.79083900001486, -122.48519700041503 37.790197000333855))",93.95866454689984,75% and more
443,7202,824,340.0,47.0,387,47.0,"POLYGON ((-122.43238499994587 37.79004399985551, -122.4321969996249 37.78911500017156, -122.43055100036013 37.78932399965684, -122.43035600036644 37.78836799976415, -122.43200300035444 37.788158999704734, -122.43282599998685 37.788055000304084, -122.4336469999694 37.78794999976413, -122.43529300013249 37.78774099994237, -122.435485999578 37.78869700013755, -122.43558100001258 37.78917199976713, -122.43567300007408 37.789629000178465, -122.43584899980117 37.790502000091664, -122.4342029996381 37.79071099991329, -122.43377099981797 37.790765999917575, -122.43256200039619 37.790919999853706, -122.43238499994587 37.79004399985551))",87.85529715762273,75% and more
444,7327,1166,372.0,99.0,471,40.4,"POLYGON ((-122.41720499967855 37.790045000110226, -122.41701700025587 37.78911000025481, -122.41764599971953 37.7890330002155, -122.41865599984797 37.7889099997557, -122.41855899976356 37.78843199974221, -122.41846500005224 37.78796600003187, -122.42011600023821 37.78775700025536, -122.42166000029403 37.787559999799136, -122.42185799976244 37.78753499968568, -122.42187899967884 37.787628000206965, -122.42195499984682 37.78800099998417, -122.42207700004556 37.788473999986145, -122.42214499981762 37.78894300014158, -122.42221900033577 37.789305999863714, -122.42223699987912 37.78939900028589, -122.42225699997063 37.789491999881086, -122.42240799958334 37.79024100007869, -122.42242000017724 37.79035799965995, -122.42220400026717 37.79038500002849, -122.42068699997552 37.79057799977249, -122.41903599978954 37.79078800033377, -122.4173910003497 37.79097299992802, -122.41720499967855 37.790045000110226))",78.98089171974523,75% and more
445,7631,1008,364.0,31.0,395,39.2,"POLYGON ((-122.39911700012291 37.79099400004072, -122.39902900025938 37.79092100009652, -122.39858999986824 37.790571000169486, -122.39815999969794 37.79022899989275, -122.39793899976499 37.79005300001772, -122.397573999892 37.789763000156185, -122.39703499994175 37.78933299990675, -122.39686000003958 37.78919299968176, -122.39657100033456 37.78896299985194, -122.39603499985903 37.78853600003209, -122.39722999993543 37.78759100021206, -122.39735399978399 37.78749300032793, -122.3979320000923 37.78703600019539, -122.39825699978229 37.786778999784936, -122.39770399958836 37.786338999711724, -122.39723400013338 37.78596400015507, -122.39670500022886 37.785542000203456, -122.39589599994189 37.784896999675766, -122.39516100017305 37.784310999659866, -122.39570299959803 37.78388199997239, -122.39626199963978 37.78344100005624, -122.39673899966574 37.783818000313566, -122.39699200028404 37.78401900002073, -122.3978120004417 37.78466699996418, -122.39832499955438 37.78426199968914, -122.39892999962687 37.78378499976899, -122.40037400012358 37.78264500017937, -122.40115999994606 37.782024000130825, -122.40169600042157 37.782452999953264, -122.40270800019984 37.78325899968444, -122.4037119995822 37.78404399990372, -122.40426700032428 37.78447899992145, -122.40479500040391 37.78490799969338, -122.40523600044486 37.78526500028121, -122.40583099957327 37.78574399979455, -122.40606199955197 37.78575700031168, -122.40474299962703 37.78677800019595, -122.40345600038746 37.78777600000129, -122.40291400006416 37.7881120000074, -122.40280699993404 37.78819699969498, -122.40206600031742 37.788721000295205, -122.4019740002559 37.78883500005019, -122.40193900009582 37.788878000335544, -122.40174900012502 37.78902899985168, -122.40152800019206 37.78920500003599, -122.40147899978827 37.78924399975386, -122.4014019997954 37.789297000320445, -122.40134800026705 37.78934800032076, -122.40015200036572 37.790290000344534, -122.3998960002727 37.79049299998414, -122.39950499956213 37.79080500023138, -122.39925500021518 37.79099700005635, -122.39919499994073 37.791057999874106, -122.39911700012291 37.79099400004072))",92.15189873417722,75% and more
446,7335,1156,414.0,115.0,529,45.8,"POLYGON ((-122.40892000040817 37.79081300005654, -122.40878599961556 37.790160000205475, -122.41043299960356 37.789951000245125, -122.4120760002919 37.7897399998859, -122.41218599989676 37.78972599981049, -122.41372800030277 37.789529000344004, -122.41391599972543 37.7904630003278, -122.41330099960719 37.790540999834896, -122.41308800007016 37.790568000136574, -122.4122660002627 37.790672999796094, -122.41099800039139 37.790832999970725, -122.41062299957436 37.79088100031047, -122.40897599958636 37.791089000239324, -122.40892000040817 37.79081300005654))",78.26086956521739,75% and more
447,7332,1019,335.0,94.0,429,42.1,"POLYGON ((-122.41391599972543 37.7904630003278, -122.41372800030277 37.789529000344004, -122.4135409998067 37.78859800002606, -122.41390800022783 37.78855099989802, -122.41411499991708 37.788524999844554, -122.41448700036106 37.78847700010408, -122.4146310003011 37.78845900010459, -122.41518500031995 37.78838800034007, -122.4153719999177 37.789320000018705, -122.41555900041377 37.7902539998047, -122.41567099966844 37.79081199981227, -122.41575000020948 37.79120599989766, -122.41410700041945 37.79141600009386, -122.41391599972543 37.7904630003278))",78.08857808857809,75% and more
448,7336,1086,317.0,68.0,385,35.5,"POLYGON ((-122.40556899963246 37.79065799965105, -122.40557399965533 37.790565000103534, -122.40557899967823 37.79046500011595, -122.40549800038566 37.79008100004197, -122.40539899975316 37.789632000249455, -122.40533699982886 37.78931599967048, -122.40530699969165 37.789160999674266, -122.40529300034626 37.789083999688096, -122.40522100037624 37.788694000028606, -122.40513099996456 37.78822999968933, -122.40504099955287 37.78776499970061, -122.40484999975715 37.78680999981554, -122.4053460000497 37.78674799974132, -122.40639899983586 37.78661500027689, -122.4080359997781 37.78641000002504, -122.40894100032457 37.78629600007875, -122.40932899976379 37.786247000004195, -122.4096829997661 37.78620300001098, -122.4097749998276 37.78665900002479, -122.4098739995618 37.787149000126085, -122.40993100036154 37.78742900024652, -122.41005699985992 37.78808200009433, -122.41024199980785 37.789015999910156, -122.41043299960356 37.789951000245125, -122.40878599961556 37.790160000205475, -122.40892000040817 37.79081300005654, -122.40897599958636 37.791089000239324, -122.40837899990977 37.79116500002635, -122.40816499964954 37.79119099986082, -122.40806000006756 37.79120499965866, -122.40734000036736 37.791296000054786, -122.4073169999028 37.79129799982041, -122.40574199988484 37.79149800024502, -122.40556899963246 37.79065799965105))",82.33766233766234,75% and more
449,9226,1110,582.0,54.0,636,57.3,"POLYGON ((-122.44936700001186 37.791488000023705, -122.44918999956157 37.790608000092064, -122.44901200018465 37.78972700006951, -122.44883599955922 37.78885700033139, -122.44865599963418 37.787977000302625, -122.4484680002115 37.78704899977525, -122.45011799967426 37.78683799964883, -122.45022499980435 37.786816999774864, -122.45175799998954 37.786619999652565, -122.45328699997675 37.78642799981363, -122.45340699962738 37.78641800032601, -122.45359300029851 37.78734399967557, -122.4537690000256 37.78822799984068, -122.4539439999278 37.78909900015266, -122.45412100037814 37.78997999985376, -122.45424299967854 37.79056200007037, -122.45422900033314 37.79067599982474, -122.45273999963058 37.790974000170166, -122.45099499973333 37.79132300008058, -122.4494259995631 37.79163700012902, -122.44936700001186 37.791488000023705))",91.50943396226415,75% and more
450,9241,1303,570.0,82.0,652,50.0,"POLYGON ((-122.42416099987655 37.79108099973414, -122.42397500010372 37.790160000205475, -122.42561600024392 37.78995199979118, -122.42725999985886 37.78974299995244, -122.42890500019703 37.789534000232415, -122.43055100036013 37.78932399965684, -122.4321969996249 37.78911500017156, -122.43238499994587 37.79004399985551, -122.43073700013295 37.790252000010824, -122.43091399968496 37.791130000152805, -122.42927000007003 37.79133900032782, -122.4290919997948 37.790459000041444, -122.42744800017985 37.79066699973841, -122.42580200001677 37.790874000026264, -122.425980000292 37.791757000324075, -122.42434099980159 37.791964999916644, -122.42416099987655 37.79108099973414))",87.42331288343557,75% and more
451,9242,1089,499.0,74.0,573,52.6,"POLYGON ((-122.4227780003775 37.79206799997593, -122.42263600008728 37.791369000338406, -122.42261099997295 37.791276999794114, -122.42259900027739 37.791183000076536, -122.42245500033732 37.79047199972906, -122.42242000017724 37.79035799965995, -122.42240799958334 37.79024100007869, -122.42225699997063 37.789491999881086, -122.42223699987912 37.78939900028589, -122.42221900033577 37.789305999863714, -122.42214499981762 37.78894300014158, -122.42368800004854 37.78874600000747, -122.42378099993495 37.78920300021373, -122.42542299990009 37.78899499994523, -122.42561600024392 37.78995199979118, -122.42397500010372 37.790160000205475, -122.42416099987655 37.79108099973414, -122.42434099980159 37.791964999916644, -122.42280099994375 37.79216099976135, -122.4227780003775 37.79206799997593))",87.08551483420594,75% and more
452,7329,960,354.0,58.0,412,42.9,"POLYGON ((-122.41246100025639 37.791626999926464, -122.4122660002627 37.790672999796094, -122.41308800007016 37.790568000136574, -122.41330099960719 37.790540999834896, -122.41391599972543 37.7904630003278, -122.41410700041945 37.79141600009386, -122.41575000020948 37.79120599989766, -122.41567099966844 37.79081199981227, -122.41555900041377 37.7902539998047, -122.41591099986798 37.79020899981513, -122.41638100022128 37.79014900025964, -122.41720499967855 37.790045000110226, -122.4173910003497 37.79097299992802, -122.41758200014542 37.79192300023722, -122.41629099980956 37.792088000260215, -122.41593599998235 37.79213299981534, -122.41552599990351 37.79218500021363, -122.41511599982468 37.79223800009051, -122.4142930001923 37.79234300021639, -122.41265000040227 37.792551999799805, -122.41246100025639 37.791626999926464))",85.92233009708737,75% and more
453,9228,1095,477.0,37.0,514,46.9,"POLYGON ((-122.4362039996284 37.79226300003256, -122.4360260002515 37.79138300010253, -122.43584899980117 37.790502000091664, -122.43749499996426 37.790292000137384, -122.43847300030565 37.79016600030431, -122.43913600010445 37.79008100004197, -122.44080599965866 37.78987199985818, -122.4424760001112 37.78966299979316, -122.44411899990122 37.78945699992505, -122.44429999965121 37.79032699969796, -122.44447799992643 37.791207999665716, -122.44465600020165 37.792088000260215, -122.44300500001572 37.79229800007927, -122.44265000018848 37.79234300021639, -122.44133299991339 37.7925109999655, -122.43966599983389 37.79272299972912, -122.43802200021895 37.792926999998826, -122.43638100007874 37.79313700027275, -122.4362039996284 37.79226300003256))",92.80155642023347,75% and more
454,9227,1211,544.0,38.0,582,48.1,"POLYGON ((-122.4472424538222 37.79313862233544, -122.4471384684382 37.793094015243625, -122.44705528084963 37.79305879835222, -122.44696020854984 37.79298836522899, -122.4468116595412 37.79289210673159, -122.44672252959701 37.792828716851645, -122.44665716727863 37.79278410886283, -122.44644576135292 37.79280948485522, -122.44634400019754 37.79216399972959, -122.44629999981662 37.79187900007419, -122.44465600020165 37.792088000260215, -122.44447799992643 37.791207999665716, -122.44429999965121 37.79032699969796, -122.44411899990122 37.78945699992505, -122.44575800039162 37.789248000106035, -122.44558900033722 37.78836400007427, -122.44540199984115 37.78743800001729, -122.44679299973612 37.787261999884045, -122.4484680002115 37.78704899977525, -122.44865599963418 37.787977000302625, -122.44883599955922 37.78885700033139, -122.44901200018465 37.78972700006951, -122.44918999956157 37.790608000092064, -122.44936700001186 37.791488000023705, -122.4494259995631 37.79163700012902, -122.44897100017675 37.79172799999311, -122.44884399995514 37.79176600027763, -122.44871199971068 37.791834999885, -122.44862700022018 37.791954000239514, -122.44857799981638 37.79209400020249, -122.44856100009794 37.79231400011542, -122.44851400024227 37.79254100021007, -122.44843899989921 37.79280400034209, -122.44830500000492 37.79302199984176, -122.44817799978328 37.79309499983981, -122.4480239997975 37.793121999918036, -122.44794000013192 37.79290400000359, -122.44793231953624 37.79286815903988, -122.44783962417868 37.79294140977617, -122.44773563879468 37.793004799559434, -122.44761977049606 37.79307992848911, -122.44755440817767 37.79311044955056, -122.44748607513063 37.79314097059946, -122.44735535139218 37.79315270907882, -122.4472424538222 37.79313862233544))",93.47079037800687,75% and more
