Voting Precinct,Polling Place Name,Polling Place Address,Polling Place Entrance Instructions,Highest Slope Along Path of Travel,ADA Accessible?,Zip Code,Full Address,Latitude,Longitude,VRA § 203: Chinese,VRA § 203: Spanish,CAEC § 14201: Burmese,CAEC § 14201: Japanese,CAEC § 14201: Korean,CAEC § 14201: Thai,CAEC § 14201: Vietnamese,SF Language Access: Filipino
Pct 9731,Garage,3821 Alemany Blvd,Btw Ramsell & Worcester,4.8% Slope,Yes,"94132",3821 Alemany Blvd 94132 ,"37.7113955","-122.4666001","1","0","0","0","0","0","0","0"
Pct 9732,C C S F - Visual Arts Building - Lobby,50 Frida Kahlo Way,Enter On Judson Btw Gennessee & Foerster,8.3% Slope - Ramped Access,Yes,"94112",50 Frida Kahlo Way 94112 ,"37.7258335","-122.4509344","1","0","0","0","0","0","0","0"
Pct 9733,Garage,722 Monterey Blvd,Btw Ridgewood & Gennessee,8.2% Slope,Yes,94127-2222,722 Monterey Blvd 94127-2222 ,"37.7317127","-122.4517214","1","0","0","0","0","0","0","0"
Pct 9734,Sunnyside Elementary School - Main Hallway,250 Foerster St,Btw Hearst & Flood,8.3% - Ramped Access,Yes,"94112",250 Foerster St 94112 ,"37.7302532","-122.4486089","1","0","0","0","0","0","0","0"
Pct 9735,Sunnyside Conservatory,236 Monterey Blvd,Btw Baden & Congo,8.3% Slope - Ramped Access,Yes,"94131",236 Monterey Blvd 94131 ,"37.7319038","-122.4408038","1","0","0","0","0","0","0","0"
Pct 9801,Carl Street Free Library - Garage,321 Carl St,Btw Willard & Hillway,4.3% Slope,Yes,"94117",321 Carl St 94117 ,"37.7650902","-122.4547935","1","0","0","0","0","0","0","0"
Pct 9802,Firehouse #12 - Right Bay,1145 Stanyan St,Btw Grattan & Alma,3.3% Slope,Yes,"94117",1145 Stanyan St 94117 ,"37.7634587","-122.4526607","0","0","0","0","0","0","0","0"
Pct 9803,Matter Of Trust Eco Home - Garage,728 Cole St,Btw Frederick & Waller,2.2% Slope,Yes,"94117",728 Cole St 94117 ,"37.7677456","-122.4501292","0","0","0","0","0","0","0","0"
Pct 9804,Garage,954 Stanyan St,Btw Carl & Frederick,2.0% Slope,Yes,"94117",954 Stanyan St 94117 ,"37.7657009","-122.4525293","0","0","0","0","0","0","0","0"
Pct 9805,Grattan Elementary School - Auditorium 116 A,165 Grattan St,Btw Cole & Shrader,5.4% Slope - Ramped Access,Yes,"94117",165 Grattan St 94117 ,"37.7637982","-122.4505354","0","0","0","0","0","0","0","0"
Pct 9806,Garage,1051 Ashbury St,Btw Downey & Clayton,1.1% Slope,Yes,"94117",1051 Ashbury St 94117 ,"37.7637634","-122.4467017","0","0","0","0","0","0","0","0"
Pct 9807,Garage,137 Divisadero St,Btw Waller & Duboce,2.3% Slope,Yes,"94117",137 Divisadero St 94117 ,"37.769477","-122.43704","0","0","0","0","0","0","0","0"
Pct 9808,Glen Park Elementary School - South Hallway,151 Lippard Ave,Btw Bosworth & Joost,5.5% Slope - Ramped Access,Yes,"94131",151 Lippard Ave 94131 ,"37.7330289","-122.435391","0","0","0","0","0","0","0","0"
Pct 9901 MB,Precinct does not have an assigned polling place as authorized under CAEC § 3005,,,,,,  ,,,,,,,,,,
Pct 9902 MB,Precinct does not have an assigned polling place as authorized under CAEC § 3005,,,,,,  ,,,,,,,,,,
Pct 9903 MB,Precinct does not have an assigned polling place as authorized under CAEC § 3005,,,,,,  ,,,,,,,,,,
Pct 9904 MB,Precinct does not have an assigned polling place as authorized under CAEC § 3005,,,,,,  ,,,,,,,,,,
